4.48,3.95,72.37,5.83
3.07,2.28,41.62,3.94
9.61,4.66,39.41,7.89
5.09,6.72,77.18,12.18
3.87,3.39,30.94,5.75
4.23,5.01,3.61,10.52
3.42,2.91,22.35,2.51
4.79,3.21,41.82,7.74
6.33,3.58,41.13,8.02
6.67,4.82,56.72,5.08
3.96,3.7,46.19,5.83
7.21,2.45,55.72,9.64
4.76,2.98,55.78,10.35
7.5,1.47,56.72,4.73
4.4,4.39,52.54,9.03
3.69,2.17,59.98,5.43
10.36,2.5,46.37,11.13
5.82,5.04,47.8,10.6
12.97,2.86,58.61,10.09
10.3,3.97,58.61,10.09
6.41,4.6,45.13,8.93
6.88,4.8,39.17,12.76
11.59,4.93,59.65,10.45
5.37,2.61,51.43,15.24
2.62,4.48,30.71,8.48
6.7,4.88,43.86,9.35
5.17,4.8,49.61,9.59
4.93,5.26,50.66,10.37
8.79,5.26,43.75,12.76
4.98,3.69,36.17,9.74
5.17,3.38,40.75,12.77
5.07,5.55,45.4,5.84
8.35,3.99,64,7.35
5.95,5.53,45.62,9.68
6,2.41,39.7,7.28
1.76,3.83,67.42,10.18
6.76,2.94,31.38,8.04
6.37,4.45,63,9.39
4.52,6.04,52.06,12.55
3.49,2.96,55.15,13.35
4.96,5.12,49.23,13.62
2.05,3.8,58.7,14.49
6.76,4.49,42.41,13.39
4.41,4.8,49.32,6.73
3.88,5.36,37.47,14.15
5.35,4.34,60.19,5.59
6.29,5.25,38.01,11.01
7.71,3.03,57.34,14.55
2.74,4.19,71.72,5.09
9.33,4.06,40.55,5.09
4.09,4.95,53.45,6.81
3.97,6.75,53.45,11.21
4.29,6.66,38.51,7.85
3.66,3.75,60.41,9.83
4.81,3.71,39.94,7.8
4.81,1.96,55.09,12.08
6.28,5.42,66.67,10.95
2.45,3.46,45.69,10.8
5.84,4.26,32.67,8.41
4.88,4.36,41.76,5.4
4.88,3.01,46.43,10.52
4.88,3.04,58.16,5.8
4.96,2.9,59.32,12.61
6.1,3.23,57.53,11.37
9.7,3.6,52.37,9.27
6.51,4.31,48.6,14.73
6.29,6.01,45.47,10.26
7.29,4.19,62.47,14.81
4.51,3.6,42.62,7.62
4.43,3.72,58.81,13
5.65,3.58,56.45,11.32
4.66,4.99,57.07,10.52
6.45,3.62,62.29,13.6
8.93,3.06,55.87,14.97
5.2,5.78,36.7,12.84
8.4,5.5,55.87,7.63
6.02,3.86,32.21,8.35
7.03,5.41,60.73,11.55
2.92,5.37,70.2,6.15
7.97,5,40.59,10.16
4.35,4.63,34.18,10.68
7.56,4.4,35.19,14.34
2.36,3.55,42.53,14.77
2.3,4.82,77.32,11.07
3.57,5.53,67.59,8.69
5.39,5.08,58.43,11.58
5.54,2.83,46.29,9.14
6.1,5.89,48.45,6.02
8.55,2.63,45.98,5.79
2.8,2.65,41.9,7.26
6.73,5.39,49.73,9.89
3.67,3.13,65.17,11.88
8.38,2.55,51.43,9.26
5.98,3.67,62.07,9.26
6.39,3.19,47.41,8.75
8.49,4.77,75.67,10.07
6.92,1.49,68.39,11.11
3.45,2.76,46.76,6.87
2.99,3.46,33.34,8.85
4.06,4.4,43.88,6.76
